car name,rating,exterior & body,engine/transmission/clutch,suspension/steering,interior,ac/heater,price,model date,mileage,fuel type,transmission,company,variant
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2021",90,68,100,96,97,100,440000,15,45755,2,1,27,500
"Toyota Fortuner 2.8 Sigma 4,Diesel,Automatic,2021",93,78,100,100,100,100,18000000,15,8446,0,1,27,215
"Suzuki Alto VXR,Petrol,Manual,2022",98,95,100,100,100,100,250000,16,45703,2,0,26,29
"Suzuki Cultus VXR,Petrol,Manual,2018",85,52,100,100,97,100,255000,12,156505,2,0,26,174
"Audi A6 1.8 TFSI,Petrol,Automatic,2018",93,80,100,100,98,100,17500000,12,52754,2,1,0,12
"Honda Civic RS,Petrol,Automatic,2022",99,99,100,100,100,100,930000,16,9014,2,1,11,115
"Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior,Petrol,Automatic,2022",94,82,100,100,100,100,685000,16,29950,2,1,27,138
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",89,69,98,100,91,100,715000,15,52253,2,1,11,108
"Suzuki Cultus VXL,Petrol,Manual,2021",89,65,100,100,97,100,330000,15,27030,2,0,26,171
"Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior,Petrol,Automatic,2021",95,91,100,100,95,100,675000,15,61416,2,1,27,138
"Honda HR-V VTi-S,Petrol,Automatic,2022",99,98,100,100,100,100,730000,16,14425,2,1,11,234
"Suzuki Swift GLX CVT,Petrol,Automatic,2022",95,85,100,100,100,100,450000,16,10174,2,1,26,433
"KIA Sportage FWD,Petrol,Automatic,2021",99,99,100,100,97,100,790000,15,8719,2,1,14,413
"KIA Sorento 3.5 FWD,Petrol,Automatic,2022",93,81,100,100,100,100,960000,16,32986,2,1,14,400
"Daihatsu Move L SA 3,Petrol,Automatic,2020",92,79,100,100,95,100,350000,14,31607,2,1,6,300
"KIA Sportage FWD,Petrol,Automatic,2021",95,86,100,100,100,100,700000,15,33847,2,1,14,413
"Hyundai Sonata 2.5,Petrol,Automatic,2022",99,98,100,100,100,100,10700000,16,4329,2,1,12,392
"Suzuki Cultus Auto Gear Shift,Petrol,Automatic,2022",91,74,100,100,95,100,375000,16,14542,2,1,26,167
"Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Petrol,Automatic,2022",90,70,100,96,92,100,710000,16,24278,2,1,27,140
"MG HS 1.5 Turbo,Petrol,Automatic,2020",88,64,100,100,95,100,650000,14,31124,2,1,15,237
"KIA Picanto 1.0 MT,Petrol,Manual,2021",94,79,100,100,100,100,280000,15,21900,2,0,14,332
"KIA Sportage Alpha,Petrol,Automatic,2021",98,92,100,100,100,100,645000,15,45810,2,1,14,410
"Toyota Prado TX Limited 2.7,Petrol,Automatic,2018",92,78,100,100,100,100,31000000,12,41610,2,1,27,345
"KIA Picanto 1.0 MT,Petrol,Manual,2021",92,75,100,96,100,100,265000,15,33819,2,0,14,332
"Toyota Corolla Altis X Manual 1.6,Petrol,Manual,2022",94,83,100,100,97,100,550000,16,38677,2,0,27,150
"Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Petrol,Automatic,2021",95,83,100,100,100,100,650000,15,73318,2,1,27,140
"Hyundai Tucson AWD A/T Ultimate,Petrol,Automatic,2021",98,96,100,100,100,100,830000,15,78350,2,1,12,442
"Toyota Fortuner 2.7 G,Petrol,Automatic,2022",94,81,100,100,100,100,14500000,16,12298,2,1,27,206
"KIA Sportage FWD,Petrol,Automatic,2020",94,83,100,100,98,100,656000,14,32391,2,1,14,413
"KIA Picanto 1.0 MT,Petrol,Manual,2021",96,91,100,100,90,100,270000,15,41626,2,0,14,332
"Toyota Corolla Altis Automatic 1.6,Petrol,Automatic,2019",85,53,98,100,96,100,475000,13,114359,2,1,27,131
"KIA Sportage AWD,Petrol,Automatic,2022",98,93,100,100,100,100,820000,16,20252,2,1,14,404
"KIA Sportage AWD,Petrol,Automatic,2021",100,100,100,100,100,100,835000,15,10258,2,1,14,404
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",97,93,100,100,94,100,710000,15,22834,2,1,11,108
"KIA Picanto 1.0 AT,Petrol,Automatic,2022",95,88,100,96,97,100,330000,16,23860,2,1,14,327
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",99,97,100,100,100,100,740000,15,19150,2,1,11,108
"KIA Picanto 1.0 AT,Petrol,Automatic,2022",100,99,100,100,100,100,350000,16,1491,2,1,14,327
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2020",85,51,100,100,92,100,580000,14,302281,2,1,11,108
"KIA Sportage AWD,Petrol,Automatic,2021",97,90,100,100,100,100,735000,15,19616,2,1,14,404
"KIA Sportage FWD,Petrol,Automatic,2021",97,91,100,100,100,100,720000,15,30988,2,1,14,413
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2019",96,92,98,100,91,100,570000,13,66144,2,1,11,108
"Suzuki Cultus VXL,Petrol,Manual,2021",93,87,100,100,85,100,330000,15,54987,2,0,26,171
"Toyota Fortuner 2.8 Sigma 4,Diesel,Automatic,2021",92,77,100,100,98,100,16000000,15,33028,0,1,27,215
"Toyota Corolla Altis X Automatic 1.6 Special Edition,Petrol,Automatic,2021",98,97,100,100,95,100,610000,15,42999,2,1,27,146
"MG HS 1.5 Turbo,Petrol,Automatic,2021",94,84,100,100,98,100,655000,15,26712,2,1,15,237
"MG HS 1.5 Turbo,Petrol,Automatic,2022",93,75,100,100,100,100,750000,16,5687,2,1,15,237
"KIA Stonic EX+,Petrol,Automatic,2022",99,98,100,100,100,100,575000,16,6130,2,1,14,422
"KIA Picanto 1.0 AT,Petrol,Automatic,2022",96,88,100,100,100,100,350000,16,5485,2,1,14,327
"Daihatsu Mira LSA 3,Petrol,Automatic,2020",97,93,100,100,95,100,355000,14,16909,2,1,6,289
"MG HS 1.5 Turbo,Petrol,Automatic,2021",98,95,100,100,98,100,770000,15,32085,2,1,15,237
"Toyota Yaris ATIV MT 1.3,Petrol,Manual,2022",98,97,100,100,97,100,425000,16,14539,2,0,27,498
"Toyota Fortuner 2.7 V,Petrol,Automatic,2022",100,100,100,100,100,100,17400000,16,1865,2,1,27,209
"Toyota Fortuner 2.7 VVTi,Petrol,Automatic,2018",97,91,100,100,95,100,12500000,12,62645,2,1,27,211
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2022",99,97,100,100,100,100,615000,16,7007,2,1,27,143
"Suzuki Cultus VXR,Petrol,Manual,2022",92,74,100,100,97,100,317500,16,36583,2,0,26,174
"Toyota Land Cruiser ZX,Petrol,Automatic,2016",96,89,100,100,100,100,43500000,10,51213,2,1,27,277
"Toyota Fortuner 2.7 VVTi,Petrol,Automatic,2017",92,78,100,100,91,100,12000000,11,81720,2,1,27,211
"Honda Civic RS,Petrol,Automatic,2022",98,95,100,100,96,100,975000,16,27291,2,1,11,115
"Suzuki Cultus VXL,Petrol,Manual,2020",84,52,98,100,87,100,278000,14,66234,2,0,26,171
"Toyota Corolla Altis X Automatic 1.6 Special Edition,Petrol,Automatic,2021",95,86,98,100,92,100,630000,15,15653,2,1,27,146
"Daihatsu Mira X SA lll,Petrol,Automatic,2020",94,81,100,100,97,100,339000,14,21849,2,1,6,297
"Toyota C-HR S-LED,Hybrid,Automatic,2019",94,84,100,96,96,100,870000,13,39108,1,1,27,65
"MG HS 1.5 Turbo,Petrol,Automatic,2021",94,83,100,100,100,100,697500,15,30873,2,1,15,237
"Hyundai Sonata 2.5,Petrol,Automatic,2022",98,91,100,100,100,100,10300000,16,31253,2,1,12,392
"Peugeot 2008 Allure,Petrol,Automatic,2022",99,98,100,100,100,100,690000,16,20016,2,1,20,3
"Suzuki Cultus VXL,Petrol,Manual,2020",85,57,98,100,90,100,330000,14,34270,2,0,26,171
"Changan Alsvin 1.5L DCT Lumiere,Petrol,Automatic,2022",96,88,100,100,97,100,399500,16,18229,2,1,3,15
"Honda BR-V i-VTEC S,Petrol,Automatic,2022",99,96,100,100,96,100,560000,16,11174,2,1,11,41
"Suzuki Cultus VXL,Petrol,Manual,2021",97,91,100,100,95,100,350000,15,33758,2,0,26,171
"Suzuki Alto VXR,Petrol,Manual,2022",80,34,100,100,97,100,235000,16,21784,2,0,26,29
"Honda City 1.5L ASPIRE CVT,Petrol,Automatic,2021",97,92,100,100,100,100,490000,15,27843,2,1,11,83
"KIA Stonic EX+,Petrol,Automatic,2022",98,96,100,100,100,100,545000,16,20712,2,1,14,422
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2022",96,92,98,100,97,100,580000,16,28324,2,1,27,143
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2020",89,65,100,100,98,100,640000,14,21980,2,1,11,108
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2017",86,58,98,100,88,100,505000,11,129085,2,1,11,108
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2020",94,82,100,100,94,100,640000,14,64485,2,1,11,108
"DFSK Glory 580 Pro,Petrol,Automatic,2021",97,91,100,100,100,100,600000,15,28909,2,1,5,222
"Proton Saga 1.3L Ace A/T,Petrol,Automatic,2022",93,86,98,100,98,100,317500,16,22876,2,1,23,373
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2022",97,91,100,100,97,100,530000,16,6649,2,1,27,500
"Honda City 1.5L CVT,Petrol,Automatic,2022",93,81,100,100,90,100,480000,16,17158,2,1,11,89
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2022",99,100,100,100,97,100,599000,16,17261,2,1,27,143
"KIA Picanto 1.0 AT,Petrol,Automatic,2021",88,60,100,100,97,100,295000,15,45835,2,1,14,327
"Honda Civic RS,Petrol,Automatic,2022",98,93,100,100,100,100,900000,16,20441,2,1,11,115
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2020",95,85,100,100,97,100,500000,14,33769,2,1,27,500
"Honda HR-V VTi-S,Petrol,Automatic,2022",99,97,100,100,100,100,790000,16,4814,2,1,11,234
"MG ZS 1.5L,Petrol,Automatic,2022",99,98,100,100,100,100,550000,16,17499,2,1,15,513
"Suzuki Wagon R VXR,Petrol,Manual,2022",89,69,100,100,87,100,255000,16,19540,2,0,26,486
"MG HS 1.5 Turbo,Petrol,Automatic,2021",93,78,100,100,96,100,700000,15,29933,2,1,15,237
"Honda City 1.3 i-VTEC,Petrol,Manual,2018",92,76,100,100,95,100,355000,12,80208,2,0,11,79
"Toyota Prado TX 2.7,Petrol,Automatic,2018",98,98,100,100,97,100,27500000,12,36595,2,1,27,338
"Suzuki Swift GL Manual,Petrol,Manual,2022",97,91,100,100,97,100,360000,16,26796,2,0,26,431
"Suzuki Swift GLX CVT,Petrol,Automatic,2022",99,98,100,100,97,100,490000,16,2874,2,1,26,433
"Daihatsu Mira X SA lll,Petrol,Automatic,2020",96,89,100,100,97,100,410000,14,6345,2,1,6,297
"Honda City 1.2L CVT,Petrol,Automatic,2022",97,94,100,100,98,100,455000,16,5158,2,1,11,74
"Toyota Hilux Revo V Automatic 2.8,Diesel,Automatic,2020",89,65,100,100,100,100,11500000,14,54447,0,1,27,252
"Hyundai Sonata 2.5,Petrol,Automatic,2022",98,94,100,100,100,100,11200000,16,17345,2,1,12,392
"Suzuki Cultus VXR,Petrol,Manual,2019",84,49,100,100,93,100,240000,13,43236,2,0,26,174
"KIA Sportage AWD,Petrol,Automatic,2022",97,89,100,100,100,100,830000,16,10685,2,1,14,404
"Toyota Pixis Epoch,Petrol,Automatic,2019",92,78,100,100,97,100,355000,13,23507,2,1,27,334
"Toyota Land Cruiser ZX,Petrol,Automatic,2016",91,69,100,100,100,100,42000000,10,101149,2,1,27,277
"Toyota Yaris ATIV MT 1.3,Petrol,Manual,2021",95,87,100,100,97,100,400000,15,28165,2,0,27,498
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2021",96,90,100,100,95,100,575000,15,45449,2,1,27,143
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2021",90,68,100,96,97,100,440000,15,45755,2,1,27,500
"KIA Stonic EX+,Petrol,Automatic,2022",99,98,100,100,100,100,575000,16,6130,2,1,14,422
"KIA Sportage FWD,Petrol,Automatic,2021",99,99,100,100,97,100,790000,15,8719,2,1,14,413
"KIA Picanto 1.0 MT,Petrol,Manual,2021",94,79,100,100,100,100,280000,15,21900,2,0,14,332
"KIA Sportage Alpha,Petrol,Automatic,2021",98,92,100,100,100,100,645000,15,45810,2,1,14,410
"Toyota Prado TX Limited 2.7,Petrol,Automatic,2018",92,78,100,100,100,100,31000000,12,41610,2,1,27,345
"KIA Picanto 1.0 MT,Petrol,Manual,2021",92,75,100,96,100,100,265000,15,33819,2,0,14,332
"Toyota Corolla Altis X Manual 1.6,Petrol,Manual,2022",94,83,100,100,97,100,550000,16,38677,2,0,27,150
"Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Petrol,Automatic,2021",95,83,100,100,100,100,650000,15,73318,2,1,27,140
"Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior,Petrol,Automatic,2021",95,91,100,100,95,100,675000,15,61416,2,1,27,138
"Suzuki Swift GLX CVT,Petrol,Automatic,2022",95,85,100,100,100,100,450000,16,10174,2,1,26,433
"Hyundai Tucson AWD A/T Ultimate,Petrol,Automatic,2021",98,96,100,100,100,100,830000,15,78350,2,1,12,442
"KIA Picanto 1.0 AT,Petrol,Automatic,2022",96,88,100,100,100,100,350000,16,5485,2,1,14,327
"Hyundai Elantra GLS,Petrol,Automatic,2021",98,95,100,100,98,100,640000,15,21437,2,1,12,191
"Suzuki Cultus VXL,Petrol,Manual,2021",95,85,100,100,97,100,335000,15,21810,2,0,26,171
"Honda BR-V i-VTEC S,Petrol,Automatic,2022",97,91,100,100,100,100,595000,16,11396,2,1,11,41
"Suzuki Cultus VXL,Petrol,Manual,2020",84,52,98,100,87,100,278000,14,66234,2,0,26,171
"KIA Picanto 1.0 AT,Petrol,Automatic,2021",88,60,100,100,97,100,295000,15,45835,2,1,14,327
"Honda City 1.5L ASPIRE CVT,Petrol,Automatic,2021",97,89,100,100,99,100,495000,15,16603,2,1,11,83
"Honda City 1.3 i-VTEC Prosmatec,Petrol,Automatic,2019",84,49,100,100,97,100,380000,13,40258,2,1,11,81
"Suzuki Alto VXL AGS,Petrol,Automatic,2022",92,76,100,100,95,100,285000,16,13955,2,1,26,25
"Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Petrol,Automatic,2021",97,91,100,100,95,100,610000,15,29662,2,1,27,140
"Toyota Fortuner 2.7 VVTi,Petrol,Automatic,2017",85,57,98,100,80,100,11700000,11,72612,2,1,27,211
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",96,90,100,100,100,100,680000,15,16848,2,1,11,108
"DFSK Glory 580 Pro,Petrol,Automatic,2022",97,89,100,100,100,100,610000,16,19329,2,1,5,222
"Suzuki Alto L,Petrol,Automatic,2020",99,96,100,100,98,100,345000,14,5171,2,1,26,18
"Honda BR-V i-VTEC S,Petrol,Automatic,2021",99,95,100,100,100,100,590000,15,14025,2,1,11,41
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2019",91,72,100,100,95,100,555000,13,36761,2,1,11,108
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2019",91,74,100,100,97,100,535000,13,55063,2,1,11,108
"Toyota Corolla Altis X Automatic 1.6 Special Edition,Petrol,Automatic,2021",98,92,100,100,97,100,650000,15,57815,2,1,27,146
"Toyota Land Cruiser ZX,Petrol,Automatic,2013",97,91,100,100,97,100,40000000,7,33968,2,1,27,277
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2022",90,69,100,100,90,100,585000,16,17799,2,1,27,143
"Honda Civic 1.8 i-VTEC CVT,Petrol,Automatic,2020",98,94,100,100,98,100,540000,14,38443,2,1,11,101
"Toyota Corolla Altis X Automatic 1.6 Special Edition,Petrol,Automatic,2021",97,91,100,100,97,100,650000,15,18917,2,1,27,146
"KIA Picanto 1.0 AT,Petrol,Automatic,2022",95,89,100,100,87,100,330000,16,9148,2,1,14,327
"Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Petrol,Automatic,2021",100,100,100,100,100,100,720000,15,7908,2,1,27,140
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2021",92,76,100,100,95,100,455000,15,6088,2,1,27,500
"Toyota Corolla Altis Grande CVT-i 1.8,Petrol,Automatic,2020",96,91,98,100,94,100,575000,14,39389,2,1,27,135
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2021",98,94,100,100,97,100,560000,15,5521,2,1,27,500
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2022",93,78,100,100,97,100,530000,16,14857,2,1,27,500
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2021",92,74,100,100,100,100,540000,15,30880,2,1,27,143
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2021",93,80,100,100,92,100,530000,15,26588,2,1,27,143
"Changan Oshan X7 FutureSense,Petrol,Automatic,2022",100,100,100,100,100,100,870000,16,3555,2,1,3,315
"Suzuki Swift GL CVT,Petrol,Automatic,2022",94,81,100,100,92,100,380000,16,30176,2,1,26,428
"Suzuki Wagon R Hybrid FX,Hybrid,Automatic,2020",86,58,100,100,89,100,350000,14,32382,1,1,26,476
"Toyota Corolla Altis Automatic 1.6,Petrol,Automatic,2019",80,40,98,100,91,100,485000,13,58350,2,1,27,131
"KIA Sorento 3.5 FWD,Petrol,Automatic,2021",97,93,100,96,98,100,10400000,15,26120,2,1,14,400
"Changan Alsvin 1.5L DCT Lumiere,Petrol,Automatic,2022",96,90,100,100,93,100,399000,16,15926,2,1,3,15
"Honda City 1.2L CVT,Petrol,Automatic,2022",100,100,100,100,100,100,490000,16,2291,2,1,11,74
"Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior,Petrol,Automatic,2022",99,98,100,100,100,100,696500,16,11278,2,1,27,138
"Suzuki Alto VXL AGS,Petrol,Automatic,2022",91,73,100,100,87,100,315000,16,9578,2,1,26,25
"Suzuki Cultus VXL,Petrol,Manual,2021",94,85,100,100,93,100,330000,15,29073,2,0,26,171
"Honda City 1.5L ASPIRE CVT,Petrol,Automatic,2021",95,84,100,100,100,100,475000,15,12499,2,1,11,83
"Suzuki Wagon R VXL,Petrol,Manual,2022",96,90,100,100,92,100,285000,16,9187,2,0,26,481
"Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Petrol,Automatic,2021",95,87,100,100,100,100,655000,15,41917,2,1,27,140
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2018",92,76,98,100,93,100,550000,12,26062,2,1,11,108
"Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior,Petrol,Automatic,2021",100,100,100,100,100,100,670000,15,12628,2,1,27,138
"Proton Saga 1.3L Ace A/T,Petrol,Automatic,2022",98,93,100,100,100,100,340000,16,1908,2,1,23,373
"Toyota Corolla Altis Automatic 1.6,Petrol,Automatic,2019",87,64,98,100,90,100,440000,13,75480,2,1,27,131
"Suzuki Alto X,Petrol,Automatic,2018",95,84,100,100,100,100,310000,12,41749,2,1,26,34
"Hyundai Sonata 2.5,Petrol,Automatic,2022",94,81,100,100,96,100,995000,16,5653,2,1,12,392
"Toyota Passo X S,Petrol,Automatic,2020",94,82,100,100,97,100,400000,14,28705,2,1,27,323
"MG HS 1.5 Turbo,Petrol,Automatic,2021",94,80,100,100,100,100,660000,15,25200,2,1,15,237
"Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior,Petrol,Automatic,2021",92,77,100,100,90,100,625000,15,44401,2,1,27,138
"Hyundai Elantra GLS,Petrol,Automatic,2021",97,90,100,100,98,100,660000,15,29821,2,1,12,191
"Daihatsu Mira LSA 3,Petrol,Automatic,2020",97,96,100,100,99,100,355000,14,8871,2,1,6,289
"Toyota C-HR G,Hybrid,Automatic,2017",88,67,100,100,80,100,740000,11,66881,1,1,27,59
"Toyota Fortuner 2.7 VVTi,Petrol,Automatic,2018",92,75,100,100,100,100,12500000,12,33747,2,1,27,211
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",93,76,100,100,100,100,650000,15,22861,2,1,11,108
"Toyota Fortuner 2.7 VVTi,Petrol,Automatic,2017",94,79,100,100,98,100,10500000,11,34666,2,1,27,211
"Daihatsu Mira X SA lll,Petrol,Automatic,2020",97,91,100,100,100,100,360000,14,36412,2,1,6,297
"Toyota Prado TX 2.7,Petrol,Automatic,2012",87,58,100,100,90,100,15500000,6,92502,2,1,27,338
"KIA Sportage AWD,Petrol,Automatic,2022",100,100,100,100,100,100,795000,16,8299,2,1,14,404
"Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Petrol,Automatic,2021",99,98,100,100,98,100,710000,15,26201,2,1,27,140
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2022",98,95,100,100,97,100,610000,16,5128,2,1,27,143
"Suzuki Swift DLX Automatic 1.3 Navigation,Petrol,Automatic,2019",84,62,98,100,79,100,275000,13,44843,2,1,26,427
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",91,72,100,100,100,100,625000,15,25034,2,1,11,108
"Toyota Corolla Altis X Automatic 1.6 Special Edition,Petrol,Automatic,2022",87,58,100,100,92,100,690000,16,8494,2,1,27,146
"Hyundai Elantra GLS,Petrol,Automatic,2022",97,92,100,100,93,100,665000,16,19233,2,1,12,191
"KIA Sportage AWD,Petrol,Automatic,2020",95,90,100,100,98,100,720000,14,56331,2,1,14,404
"KIA Sorento 2.4 FWD,Petrol,Automatic,2022",98,95,100,100,94,100,840000,16,5123,2,1,14,397
"Suzuki Cultus VXR,Petrol,Manual,2022",97,90,100,100,98,100,330000,16,6660,2,0,26,174
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2021",95,84,100,100,97,100,480000,15,24273,2,1,27,500
"KIA Sportage AWD,Petrol,Automatic,2021",96,90,100,100,98,100,750000,15,31853,2,1,14,404
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2022",99,98,100,100,100,100,517500,16,7422,2,1,27,500
"KIA Sorento 3.5 FWD,Petrol,Automatic,2022",99,96,100,100,100,100,980000,16,5989,2,1,14,400
"KIA Sportage FWD,Petrol,Automatic,2022",92,73,100,100,95,100,705000,16,12960,2,1,14,413
"Daihatsu Mira LSA 3,Petrol,Automatic,2020",97,93,100,100,95,100,355000,14,16909,2,1,6,289
"Daihatsu Mira X SA lll,Petrol,Automatic,2020",94,81,100,100,97,100,339000,14,21849,2,1,6,297
"Honda HR-V VTi-S,Petrol,Automatic,2022",99,97,100,100,100,100,730000,16,8435,2,1,11,234
"Toyota Passo X S,Petrol,Automatic,2020",100,98,100,100,100,100,412000,14,9918,2,1,27,323
"Suzuki Cultus VXL,Petrol,Manual,2020",91,79,98,100,95,100,290000,14,66446,2,0,26,171
"Honda N Wgn G,Petrol,Automatic,2021",95,87,100,100,96,100,339500,15,7374,2,1,11,309
"Toyota Yaris GLI CVT 1.3,Petrol,Automatic,2021",96,88,100,100,97,100,390000,15,30355,2,1,27,505
"Toyota Corolla Altis Grande CVT-i 1.8,Petrol,Automatic,2016",89,78,100,100,95,100,450000,10,47688,2,1,27,135
"Toyota Corolla Altis X Automatic 1.6 Special Edition,Petrol,Automatic,2022",99,97,100,100,100,100,680000,16,3758,2,1,27,146
"Daihatsu Mira LSA 3,Petrol,Automatic,2021",100,100,100,100,100,100,370000,15,1215,2,1,6,289
"Honda Civic 1.8 i-VTEC CVT,Petrol,Automatic,2021",92,77,100,100,97,100,590000,15,49290,2,1,11,101
"Changan Karvaan Plus,Petrol,Manual,2022",99,98,100,100,97,100,272000,16,5049,2,0,3,265
"Peugeot 2008 Active,Petrol,Automatic,2022",100,99,100,100,100,100,666500,16,9140,2,1,20,0
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2019",84,53,100,100,84,100,520000,13,61401,2,1,11,108
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",95,84,100,100,100,100,679900,15,12755,2,1,11,108
"Changan Oshan X7 Comfort,Petrol,Automatic,2022",98,94,100,100,97,100,850000,16,28345,2,1,3,313
"Daihatsu Move L SA 3,Petrol,Automatic,2020",92,79,100,100,95,100,350000,14,31607,2,1,6,300
"Suzuki Swift DLX Automatic 1.3 Navigation,Petrol,Automatic,2018",80,38,100,100,87,100,247500,12,62136,2,1,26,427
"Honda BR-V i-VTEC S,Petrol,Automatic,2021",98,95,100,100,98,100,499500,15,15907,2,1,11,41
"Toyota Hilux Revo V Automatic 2.8,Diesel,Automatic,2021",93,79,100,100,100,100,12500000,15,42343,0,1,27,252
"Suzuki Alto L,Petrol,Automatic,2021",97,90,100,100,100,100,355000,15,17215,2,1,26,18
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2022",100,99,100,100,100,100,635000,16,102,2,1,27,143
"Hyundai Tucson FWD A/T GLS Sport,Petrol,Automatic,2022",100,100,100,100,97,100,820000,16,4425,2,1,12,448
"Honda BR-V i-VTEC S,Petrol,Automatic,2021",95,82,100,100,100,100,520000,15,20531,2,1,11,41
"Honda City 1.5L CVT,Petrol,Automatic,2022",98,94,100,100,100,100,525000,16,9830,2,1,11,89
"Suzuki Cultus VXL,Petrol,Manual,2021",89,69,100,100,93,100,325000,15,54575,2,0,26,171
"Chery Tiggo 8 Pro 1.6 DEX Plus,Petrol,Automatic,2022",100,100,100,100,100,100,940000,16,13590,2,1,4,439
"KIA Sportage FWD,Petrol,Automatic,2022",99,98,100,100,100,100,780000,16,18087,2,1,14,413
"Suzuki Cultus VXR,Petrol,Manual,2022",92,78,100,100,90,100,312000,16,10881,2,0,26,174
"Toyota Fortuner 2.7 VVTi,Petrol,Automatic,2018",90,67,100,100,97,100,12500000,12,42814,2,1,27,211
"KIA Sportage Alpha,Petrol,Automatic,2020",88,65,100,100,86,100,660000,14,28310,2,1,14,410
"Toyota Corolla Altis X Automatic 1.6,Petrol,Automatic,2022",91,76,100,100,88,100,570000,16,18987,2,1,27,143
"Toyota Corolla Altis Automatic 1.6,Petrol,Automatic,2018",99,97,100,100,100,100,525000,12,1378,2,1,27,131
"Honda City Aspire Prosmatec 1.5 i-VTEC,Petrol,Automatic,2020",95,83,100,100,100,100,440000,14,7407,2,1,11,93
"KIA Sportage AWD,Petrol,Automatic,2020",93,77,100,100,100,100,760000,14,38396,2,1,14,404
"Toyota Yaris ATIV CVT 1.3,Petrol,Automatic,2021",91,73,100,100,92,100,410000,15,5200,2,1,27,495
"KIA Picanto 1.0 AT,Petrol,Automatic,2020",82,50,98,100,77,100,275000,14,41428,2,1,14,327
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",97,90,100,100,100,100,650000,15,20100,2,1,11,108
"Honda City 1.5L ASPIRE CVT,Petrol,Automatic,2022",97,89,100,100,100,100,505000,16,10209,2,1,11,83
"Suzuki Cultus Auto Gear Shift,Petrol,Automatic,2022",92,80,100,100,85,100,350000,16,17492,2,1,26,167
"Honda Civic Oriel 1.8 i-VTEC CVT,Petrol,Automatic,2021",96,90,98,100,93,100,610000,15,39382,2,1,11,108
"Toyota Yaris ATIV X CVT 1.5,Petrol,Automatic,2021",93,81,100,100,91,100,440000,15,22047,2,1,27,500
"Toyota Yaris ATIV CVT 1.3,Petrol,Automatic,2021",97,94,100,100,94,100,417500,15,22573,2,1,27,495
"Toyota Hilux Revo Rocco,Diesel,Automatic,2022",99,97,100,100,100,100,13900000,16,16938,0,1,27,250
